date,accident_type,plane_type,operator,fatalities,category,first_flight,phase,nature
30-APR-1945,Result - Runway mishap,Douglas R5D-3 (DC-4),US Navy,0,A1,1945,Landing (LDG),Military
03-AUG-1945,Result - Runway mishap,Sikorsky S-43,Pan Am,4,A1,1936,Landing (LDG),International Scheduled Passenger
29-JAN-1946,Result - Runway mishap,Douglas Dakota IV (DC-3),RAF,0,A1,1945,Approach (APR),Military
04-MAR-1946,Result - Runway mishap,Short S.25 Sunderland 3,BOAC,0,A1,1943,Landing (LDG),International Scheduled Passenger
17-MAY-1946,Result - Runway mishap,Avro 691 Lancastrian C.1,BOAC,0,A1,,Landing (LDG),Unknown
28-MAY-1946,Result - Runway mishap,Douglas Dakota IV (DC-3),RAF,0,A1,1944,Landing (LDG),Military
29-MAY-1946,Result - Runway mishap,Douglas C-54A (DC-4),United Airlines,0,A1,1944,Approach (APR),Training
09-SEP-1946,Result - Runway mishap,Avro 685 York C.1,RAF,0,A1,,Landing (LDG),Military
24-SEP-1946,Result - Runway mishap,Lockheed L-049 Constellation,Pan Am,0,A1,1946,Landing (LDG),International Scheduled Passenger
02-DEC-1946,Result - Runway mishap,Douglas C-54B (DC-4),Willis Air Service,0,A1,1944,Landing (LDG),Unknown
16-JAN-1947,Result - Runway mishap,Avro 685 York C.1,RAF,0,A1,,Landing (LDG),Military
11-FEB-1947,Result - Runway mishap,Avro 685 York C.1,RAF,0,A1,,Landing (LDG),Military
14-MAR-1947,Result - Runway mishap,Avro 685 York C.1,RAF,0,A1,,Landing (LDG),Military
29-MAY-1947,Result - Runway mishap,Douglas DC-4,United Airlines,43,A1,1944,Takeoff (TOF),Domestic Scheduled Passenger
11-JUN-1947,Result - Runway mishap,Avro 685 York C.1,RAF,0,A1,,Landing (LDG),Military
23-AUG-1947,Result - Runway mishap,Short S.25 Sandringham 5,BOAC,10,A1,,Landing (LDG),International Scheduled Passenger
29-AUG-1947,Result - Runway mishap,PBV-1A Canso A (PBY-5A),RCAF,,A1,,Landing (LDG),Military
16-NOV-1947,Result - Runway mishap,Avro 685 York C.1,RAF,0,A1,,Landing (LDG),Military
31-JUL-1948,Result - Runway mishap,Naval Aircraft Factory PBN-1 Nomad,Aeroflot / Krasnoyarsk,3,A1,,Landing (LDG),Domestic Scheduled Passenger
03-SEP-1948,Result - Runway mishap,Douglas DC-4,TAP,0,A1,1943,Landing (LDG),Training
??-OCT-1948,Result - Runway mishap,Douglas DC-5-511,Israeli AF,0,A1,1939,Landing (LDG),Military
04-DEC-1948,Result - Runway mishap,Douglas C-47A (DC-3),CSA,0,A1,1944,Landing (LDG),International Scheduled Passenger
08-JAN-1949,Result - Runway mishap,Douglas C-47A (DC-3),Air Algérie,0,A1,1943,Landing (LDG),Cargo
15-FEB-1949,Result - Runway mishap,Douglas R5D-2 (C-54B),US Navy,0,A1,1944,Landing (LDG),Military
24-FEB-1949,Result - Runway mishap,Douglas DC-3,TAM Peru,22,A1,,Takeoff (TOF),Domestic Non Scheduled Passenger
21-APR-1949,Result - Runway mishap,Avro 685 York C.1,RAF,0,A1,,Landing (LDG),Military
11-AUG-1949,Result - Runway mishap,Convair CV-240-13,Northeast Airlines,0,A1,1949,Landing (LDG),Domestic Scheduled Passenger
02-OCT-1950,Result - Runway mishap,Curtiss C-46F,National Airlines,0,A2,1945,Landing (LDG),Cargo
01-DEC-1950,Result - Runway mishap,Douglas R4D-6 (DC-3),USMC,0,A1,1944,Landing (LDG),Military
19-MAR-1951,Result - Runway mishap,Lockheed L-749 Constellation,TWA,0,A2,1948,Landing (LDG),Domestic Scheduled Passenger
30-MAY-1951,Result - Runway mishap,Vickers Valetta C.1,RAF,0,A1,1950,Landing (LDG),Military
29-JUN-1951,Result - Runway mishap,Grumman G-73 Mallard,General Tire & Rubber Co.,1,A2,1947,Landing (LDG),Unknown
16-NOV-1951,Result - Runway mishap,Short Sunderland GR.5,RAF,2,A1,,Landing (LDG),Military
27-MAR-1952,Result - Runway mishap,Douglas R4D-5 (DC-3),US Navy,0,A2,1943,Landing (LDG),Military
25-JUL-1952,Result - Runway mishap,Vickers 498 Viking 1A,Crewsair,0,A1,1946,Landing (LDG),Unknown
04-NOV-1952,Result - Runway mishap,Vickers Varsity T.1,RAF,0,A1,1951,Landing (LDG),Military
12-DEC-1952,Result - Runway mishap,Lisunov Li-2P,Hungarian AF,0,A1,,Landing (LDG),Military
11-MAY-1953,Result - Runway mishap,PB2B-1 Canso A (PBY-5A),Canadian Pacific,2,A1,1943,Landing (LDG),Domestic Scheduled Passenger
04-AUG-1953,Result - Runway mishap,Vickers Valetta C.1,RAF,0,A1,1950,Landing (LDG),Military
12-OCT-1953,Result - Runway mishap,Vickers Valetta C.1,RAF,0,A1,1949-04-08,Landing (LDG),Military
01-FEB-1954,Result - Runway mishap,Vickers Valetta C.1,RAF,0,A1,1949-04-01,Landing (LDG),Military
17-MAY-1954,Result - Runway mishap,Curtiss C-46A,Cubana,0,A1,1945,Landing (LDG),Unknown
25-OCT-1954,Result - Runway mishap,Short Sunderland MR.5,RAF,4,A1,,Landing (LDG),Military
03-MAR-1955,Result - Runway mishap,Fairchild C-119G Flying Boxcar,USAF,0,A1,,Landing (LDG),Military
02-APR-1955,Result - Runway mishap,Lisunov Li-2,"GUSMP, Directorate of Polar Aviation",0,A1,,Landing (LDG),Domestic Non Scheduled Passenger
23-MAY-1955,Result - Runway mishap,Vickers Valetta C.1,RAF,0,A1,1949-07-13,Landing (LDG),Military
14-NOV-1955,Result - Runway mishap,Martin 2-0-2,Allegheny Airlines,0,A1,1948,Landing (LDG),Training
13-JAN-1956,Result - Runway mishap,Lockheed Neptune MR.1,RAF,0,A1,,Landing (LDG),Military
09-APR-1956,Result - Runway mishap,Handley Page Hastings C.2,RAF,0,A1,1951,Landing (LDG),Military
18-OCT-1956,Result - Runway mishap,Lockheed P2V-2N Neptune,US Navy,4,A1,,Landing (LDG),Military
27-NOV-1956,Result - Runway mishap,Lockheed Neptune MR.1,RAF,0,A1,,Landing (LDG),Military
19-DEC-1956,Result - Runway mishap,Vickers Valetta C.1,RAF,0,A1,1949-08-19,Landing (LDG),Military
22-JAN-1957,Result - Runway mishap,Lockheed Neptune MR.1,RAF,0,A1,,Takeoff (TOF),Military
10-MAR-1957,Result - Runway mishap,Martin 4-0-4,Eastern Air Lines,0,A1,,Landing (LDG),Domestic Scheduled Passenger
27-MAR-1957,Result - Runway mishap,Handley Page Marathon T.2,RAF,0,A1,1950,Landing (LDG),Military
15-JUL-1957,Result - Runway mishap,Curtiss C-46D,Aerocondor de Colombia,0,A2,1944,Landing (LDG),Cargo
11-SEP-1957,Result - Runway mishap,Bristol 170 Freighter 21E,Aviaco,0,A1,,Landing (LDG),Unknown
30-OCT-1957,Result - Runway mishap,Handley Page Marathon T.2,RAF,,U1,,Unknown (UNK),Military
30-NOV-1957,Result - Runway mishap,Handley Page Marathon T.2,RAF,0,A1,,Landing (LDG),Military
10-DEC-1957,Result - Runway mishap,Handley Page Marathon T.2,RAF,0,A1,1949,Landing (LDG),Military
23-JAN-1958,Result - Runway mishap,Vickers Varsity T.1,RAF,3,A1,1953,Landing (LDG),Military
01-FEB-1958,Result - Runway mishap,Douglas DC-7C,Pan Am,0,A2,1956,Landing (LDG),International Scheduled Passenger
02-JUN-1958,Result - Runway mishap,Boeing 377 Stratocruiser,Pan Am,1,A1,1948-04-17,Landing (LDG),International Scheduled Passenger
26-JUN-1958,Result - Runway mishap,Antonov An-12,NII VVS,0,A1,1957,Landing (LDG),Demonstration
15-SEP-1959,Result - Runway mishap,Douglas R4D-5 (DC-3),US Navy,0,A1,1944,Landing (LDG),Military
17-OCT-1959,Result - Runway mishap,Junkers Ju-52/3m,Gibbes Sepik Airways,0,A1,1941,Landing (LDG),Cargo
07-JAN-1960,Result - Runway mishap,Vickers 802 Viscount,BEA,0,A1,1957,Landing (LDG),International Scheduled Passenger
22-JAN-1960,Result - Runway mishap,Fokker F-27 Friendship 200,Associated Airlines of Australia,0,A2,1959,Landing (LDG),Private
20-FEB-1960,Result - Runway mishap,de Havilland DH-106 Comet 4,Aerolineas Argentinas,0,A1,1959,Landing (LDG),Training
27-APR-1960,Result - Runway mishap,Ilyushin Il-18A,Aeroflot / Uralsk,1,A1,1958,Approach (APR),Training
22-AUG-1960,Result - Runway mishap,de Havilland DH-106 Comet 4,BOAC,0,A2,1958-07-27,Takeoff (TOF),International Scheduled Passenger
17-SEP-1960,Result - Runway mishap,Vickers 802 Viscount,BEA,0,A2,1957-01-10,Landing (LDG),Domestic Scheduled Passenger
??-OCT-1960,Result - Runway mishap,Consolidated PBY-5A Catalina,Réseau Aérien Interinsulaire,0,A1,,Landing (LDG),Unknown
14-APR-1961,Result - Runway mishap,Douglas R4D-1 (DC-3),Maritime Central Airways,0,A1,1942,Landing (LDG),Unknown
05-AUG-1961,Result - Runway mishap,Antonov An-12,Indian AF,,A1,,Landing (LDG),Military
17-SEP-1961,Result - Runway mishap,Tupolev Tu-104A,Aeroflot / Uzbekistan,0,A1,1958,Landing (LDG),Unknown
27-SEP-1961,Result - Runway mishap,SE-210 Caravelle III,Varig,0,A1,1959,Landing (LDG),Domestic Scheduled Passenger
12-NOV-1961,Result - Runway mishap,Douglas R4D-8L (Super DC-3),US Navy,0,A1,1944,Landing (LDG),Military
15-NOV-1961,Result - Runway mishap,Douglas DC-6B,National Airlines,0,A1,1953,Takeoff (TOF),Domestic Scheduled Passenger
15-NOV-1961,Result - Runway mishap,Vickers 798D Viscount,Northeast Airlines,0,A1,1957,Landing (LDG),Domestic Scheduled Passenger
28-JAN-1962,Result - Runway mishap,Douglas C-54B (DC-4),Avianca,0,A1,1944,Landing (LDG),Domestic Scheduled Passenger
12-MAY-1962,Result - Runway mishap,PBV-1A Canso (PBY-5A),"Eastern Provincial Airways, op.for Greenlandair",15,A1,1944,Landing (LDG),Domestic Scheduled Passenger
19-JUN-1962,Result - Runway mishap,Douglas DC-3D,Swissair,0,A2,1946,Landing (LDG),Domestic Scheduled Passenger
29-OCT-1962,Result - Runway mishap,Fairchild C-123B Provider,USAF,0,A1,,Landing (LDG),Military
22-NOV-1962,Result - Runway mishap,Douglas R4D-8 (Super DC-3),US Navy,0,O1,1944,Landing (LDG),Military
15-JAN-1963,Result - Runway mishap,Douglas DC-6A,Cunard Eagle Airways,0,A2,1956,Landing (LDG),Cargo
13-MAR-1963,Result - Runway mishap,Scottish Aviation Twin Pioneer CC.2,RAF,0,A1,1958-09-09,Landing (LDG),Military
29-MAR-1963,Result - Runway mishap,Vickers 953 Vanguard,BEA,0,A2,1961,Landing (LDG),International Scheduled Passenger
02-AUG-1963,Result - Runway mishap,de Havilland DH-106 Comet 4B,BEA,0,A2,1961-07-21,Landing (LDG),International Scheduled Passenger
09-SEP-1963,Result - Runway mishap,Vickers 806 Viscount,BEA,0,A2,1956,Landing (LDG),International Scheduled Passenger
08-MAR-1964,Result - Runway mishap,SAAB Scandia 90A-1,VASP,0,A1,1951,Landing (LDG),Training
09-MAR-1964,Result - Runway mishap,de Havilland DH-106 Comet 4,BOAC,0,A2,1959-09-29,Landing (LDG),International Scheduled Passenger
18-MAR-1964,Result - Runway mishap,BAC One-Eleven 201AC,BAC,0,A1,1964,Landing (LDG),Training
22-MAR-1964,Result - Runway mishap,de Havilland DH-106 Comet 4,"BOAC, op.for Malaysian Airways",0,A1,1958-11-21,Landing (LDG),International Scheduled Passenger
29-MAY-1964,Result - Runway mishap,Scottish Aviation Twin Pioneer CC.1,RAF,0,A1,1958-10-23,Landing (LDG),Military
11-JUN-1964,Result - Runway mishap,Vickers Valetta C.1,RAF,0,A1,1949-11-08,Landing (LDG),Military
25-JUN-1964,Result - Runway mishap,Douglas C-47B (DC-3),Argentine AF,0,A1,1944,Landing (LDG),Military
03-AUG-1964,Result - Runway mishap,Ilyushin Il-18V,Aeroflot / Moscow,,A1,1962,Landing (LDG),Unknown
02-OCT-1964,Result - Runway mishap,Steward-Davis Super Catalina (PBY-5,Alaska Coastal-Ellis Airlines,1,A1,,Landing (LDG),Cargo
15-OCT-1964,Result - Runway mishap,Fokker F-27 Friendship 100,Indian Airlines,0,A2,1963-02-06,Takeoff (TOF),Domestic Scheduled Passenger
08-MAR-1965,Result - Runway mishap,Ilyushin Il-18B,Aeroflot / Kyrgyzstan,0,A2,1958,Landing (LDG),Domestic Scheduled Passenger
27-MAR-1965,Result - Runway mishap,Lockheed L-188C Electra,TEAL,0,A1,1959,Landing (LDG),Training
29-MAY-1965,Result - Runway mishap,Convair CV-240-1,Japan Domestic Airlines,0,A1,1948,Landing (LDG),Unknown
11-JUL-1965,Result - Runway mishap,Avro 748-101 Srs. 1,Skyways Coach Air,0,A1,1961,Landing (LDG),International Scheduled Passenger
24-OCT-1965,Result - Runway mishap,Douglas C-47A (DC-3),Kalinga Airlines,0,A2,1944,Landing (LDG),Unknown
04-MAY-1966,Result - Runway mishap,Handley Page Hastings C.1,RAF,0,A1,,Landing (LDG),Military
??-AUG-1966,Result - Runway mishap,Lockheed P-2H Neptune,US Navy,0,A1,1957,Landing (LDG),Military
30-SEP-1966,Result - Runway mishap,Antonov An-24B,UAA,0,A1,1966,Landing (LDG),Domestic Scheduled Passenger
14-APR-1967,Result - Runway mishap,Lockheed P-15 Neptune (P2V-5),Brazilian AF,0,A1,,Landing (LDG),Military
17-APR-1967,Result - Runway mishap,Lockheed L-1049H Super Constellatio,Alaska Airlines,0,A1,1956,Landing (LDG),Domestic Scheduled Passenger
04-JUN-1967,Result - Runway mishap,Antonov An-12TP-2,Aeroflot / Polar,0,A1,1961,Landing (LDG),Survey/research
14-SEP-1967,Result - Runway mishap,Scottish Aviation Twin Pioneer CC.2,RAF,0,A1,1958-12-04,Landing (LDG),Military
25-OCT-1967,Result - Runway mishap,Fairchild C-123K Provider,USAF,0,C1,,Taxi (TXI),Military
09-DEC-1967,Result - Runway mishap,Learjet 23,Jet International,0,A1,,Landing (LDG),Cargo
29-JAN-1968,Result - Runway mishap,Antonov An-12B,Aeroflot / Yakutsk,0,A1,1966,Landing (LDG),Unknown
10-FEB-1968,Result - Runway mishap,Scottish Aviation Twin Pioneer CC.1,RAF,0,A1,1959-01-20,Landing (LDG),Military
10-JUN-1968,Result - Runway mishap,Vickers Varsity T.1,RAF,0,A1,1953,Landing (LDG),Military
28-SEP-1968,Result - Runway mishap,Lockheed L-1649A Starliner,Willair International,0,A1,1957,Approach (APR),Training
20-FEB-1969,Result - Runway mishap,Vickers 736 Viscount,BMA,0,A1,1955,Landing (LDG),Domestic Scheduled Passenger
01-MAY-1969,Result - Runway mishap,Canadair CL-44D4-2,Mobil Oil,0,A1,1962-01-24,Landing (LDG),Cargo
09-JUL-1969,Result - Runway mishap,SE-210 Caravelle III,Thai Airways International,0,A1,1960,Landing (LDG),Scheduled Passenger
26-AUG-1969,Result - Runway mishap,Ilyushin Il-18B,Aeroflot / Moscow,16,A1,1960,Landing (LDG),Domestic Scheduled Passenger
10-SEP-1969,Result - Runway mishap,Ilyushin Il-18V,Aeroflot / Krasnoyarsk,0,A1,1961,Landing (LDG),Domestic Scheduled Passenger
01-NOV-1969,Result - Runway mishap,Convair CV-440-75,Linjeflyg,0,A1,1957,Takeoff (TOF),Training
19-JAN-1970,Result - Runway mishap,Vickers 701 Viscount,Cambrian Airways,0,A1,1953,Landing (LDG),Scheduled Passenger
05-FEB-1970,Result - Runway mishap,Lockheed L-188A Electra,Varig,0,A1,1959,Landing (LDG),Domestic Scheduled Passenger
19-APR-1970,Result - Runway mishap,DC-8-62,SAS,0,A1,1967,Takeoff (TOF),International Scheduled Passenger
04-JUN-1970,Result - Runway mishap,Armstrong Whitworth AW-660 Argosy C,RAF,0,A1,1962,Landing (LDG),Military
29-JAN-1971,Result - Runway mishap,DC-8-63,Canadian Pacific,0,A2,1968,Taxi (TXI),International Scheduled Passenger
18-MAR-1971,Result - Runway mishap,ATL-98 Carvair,BAF,0,A1,1944,Landing (LDG),International Scheduled Passenger
19-MAR-1971,Result - Runway mishap,Fairchild C-123K Provider,USAF,0,A1,,Landing (LDG),Military
25-MAY-1971,Result - Runway mishap,Antonov An-12B,Aeroflot / Yakutsk,,A1,1967,Landing (LDG),Unknown
13-JUL-1971,Result - Runway mishap,Fokker F-27 Friendship 100,Indian Airlines,0,A2,1963-02-06,Landing (LDG),Domestic Scheduled Passenger
20-AUG-1971,Result - Runway mishap,Convair CV-580,Allegheny Airlines,0,A1,1952,Landing (LDG),Domestic Scheduled Passenger
22-OCT-1971,Result - Runway mishap,Douglas DC-6B,EAS,0,A1,1957,Landing (LDG),Unknown
17-DEC-1971,Result - Runway mishap,HAL-748,Indian Airlines,0,A2,,Landing (LDG),Domestic Scheduled Passenger
18-AUG-1972,Result - Runway mishap,Fairchild F-27,THY,0,A1,1960,Landing (LDG),Domestic Scheduled Passenger
17-FEB-1973,Result - Runway mishap,Antonov An-12BP,Aeroflot / Polar,0,A1,1963,Landing (LDG),Unknown
09-MAR-1973,Result - Runway mishap,MBB HFB-320 Hansa Jet,Golden West Airlines,0,A1,1968-08-28,Landing (LDG),Executive
03-MAY-1973,Result - Runway mishap,Lisunov Li-2T,Aeroflot / Yakutsk,0,A1,,Taxi (TXI),Survey/research
03-JUL-1973,Result - Runway mishap,SE-210 Caravelle VI-N,Indian Airlines,0,A1,1963,Landing (LDG),Domestic Scheduled Passenger
02-AUG-1973,Result - Runway mishap,Antonov An-2R,Aeroflot / North Kavkaz,0,A1,1971,Landing (LDG),Unknown
08-AUG-1973,Result - Runway mishap,Yakovlev Yak-40,Aeroflot / Arkhangelsk,1,A1,1971,Takeoff (TOF),Domestic Scheduled Passenger
24-SEP-1973,Result - Runway mishap,Lockheed L-1049H Super Constellatio,Holy Nation of Islam Inc,0,A1,1958,Landing (LDG),Cargo
16-OCT-1973,Result - Runway mishap,Boeing 707-327C,TMA,0,A2,1966,Takeoff (TOF),International Scheduled Passenger
21-DEC-1973,Result - Runway mishap,Yakovlev Yak-40,Aeroflot / Armenia,0,A1,1971,Landing (LDG),Domestic Scheduled Passenger
16-JAN-1974,Result - Runway mishap,Boeing 707-131B,TWA,0,A1,1962,Landing (LDG),Domestic Scheduled Passenger
15-MAR-1974,Result - Runway mishap,SE-210 Caravelle 10B3,Sterling Airways,15,A1,1970,Taxi (TXI),International Scheduled Passenger
12-JUN-1974,Result - Runway mishap,Tupolev Tu-134A,Aviogenex,0,A2,1972,Landing (LDG),Int'l Non Scheduled Passenger
13-SEP-1974,Result - Runway mishap,Boeing 720-025,Conair,0,A1,1961-12-01,Landing (LDG),Unknown
12-JUN-1975,Result - Runway mishap,Boeing 747-128,Air France,0,A1,1972-10-30,Takeoff (TOF),International Scheduled Passenger
11-JUL-1975,Result - Runway mishap,de Havilland DH-114 Prinair Heron 2,Prinair,0,A2,1954,Takeoff (TOF),Domestic Scheduled Passenger
30-AUG-1975,Result - Runway mishap,Tupolev Tu-104B,Aeroflot / Ukraine,0,A1,1960,Landing (LDG),Unknown
??-???-1975,Result - Runway mishap,Antonov An-2R,Aeroflot / Uralsk,,A1,,Landing (LDG),Unknown
25-FEB-1976,Result - Runway mishap,Curtiss C-46D,LANICA,0,A1,1945,Landing (LDG),Unknown
10-MAR-1976,Result - Runway mishap,Antonov An-24RV,Aeroflot / Privolzhsk,0,A1,1973,Landing (LDG),Domestic Scheduled Passenger
13-AUG-1976,Result - Runway mishap,Antonov An-24B,Aeroflot / Kazakstan,0,A1,1966,Landing (LDG),Domestic Scheduled Passenger
??-???-1976,Result - Runway mishap,Tupolev Tu-154,Aeroflot / International,0,A1,1971,Landing (LDG),Unknown
09-FEB-1977,Result - Runway mishap,Hawker Siddeley HS-748,Bouraq Indonesia,0,A1,1968,Landing (LDG),Scheduled Passenger
25-MAR-1977,Result - Runway mishap,Douglas C-53-DO (DC-3),Island Traders,0,A1,1942,Landing (LDG),Unknown
27-MAR-1977,Result - Runway mishap,Boeing 747-121,Pan Am,335,A1,1969-12-24,Taxi (TXI),Int'l Non Scheduled Passenger
27-MAR-1977,Result - Runway mishap,Boeing 747-206B,KLM,248,A1,1971-09-14,Takeoff (TOF),Int'l Non Scheduled Passenger
06-APR-1977,Result - Runway mishap,Shin Meiwa PS-1,Japanese Navy,1,A1,,Landing (LDG),Military
20-MAY-1977,Result - Runway mishap,Lockheed 18 Lodestar,Trans Alaska Produce Corp.,0,A1,1943,Landing (LDG),Illegal Flight
06-JUN-1977,Result - Runway mishap,Fokker F-27 Friendship 400M,Sudan Airways,0,A1,1965,Takeoff (TOF),Scheduled Passenger
12-JUN-1977,Result - Runway mishap,Douglas C-47A (DC-3),Ethiopian Airlines,0,A1,1944,Landing (LDG),Unknown
16-JUL-1977,Result - Runway mishap,Fokker F-27 Friendship 100,Indian Airlines,0,A2,1963-02-06,Landing (LDG),Domestic Scheduled Passenger
22-NOV-1977,Result - Runway mishap,Tupolev Tu-134A,Interflug,0,A1,1973,Landing (LDG),International Scheduled Passenger
25-FEB-1978,Result - Runway mishap,Fairchild FH-227D,Air Service Company,0,A1,1966,Landing (LDG),Unknown
02-JUN-1978,Result - Runway mishap,Boeing 747SR-46,JAL,0,A2,1974-01-28,Landing (LDG),Domestic Scheduled Passenger
06-JUL-1978,Result - Runway mishap,Canadair CL-44D4-6,Tradewinds Airways,0,A1,1962-07-11,Landing (LDG),Cargo
10-AUG-1978,Result - Runway mishap,Vickers 708 Viscount,"Alidair, op.for Dan-Air Services",0,A2,1954-05-30,Landing (LDG),International Scheduled Passenger
25-OCT-1978,Result - Runway mishap,Douglas C-47A (DC-3),Ethiopian Airlines,0,A1,1944,Landing (LDG),Cargo
14-NOV-1978,Result - Runway mishap,Douglas C-47A (DC-3),Yemen Airlines,0,A1,1944,Landing (LDG),Unknown
24-JAN-1979,Result - Runway mishap,Fairchild C-119G Flying Boxcar,Italian AF,0,A1,1952,Landing (LDG),Military
19-FEB-1979,Result - Runway mishap,Boeing 707-123B,Quebecair,0,A1,1959,Landing (LDG),Int'l Non Scheduled Passenger
20-APR-1979,Result - Runway mishap,Douglas C-47A (DC-3),Ethiopian Airlines,0,A2,1944,Landing (LDG),Scheduled Passenger
22-MAY-1979,Result - Runway mishap,Boeing 737-2A8,Indian Airlines,0,A2,1975-10-06,Landing (LDG),Domestic Scheduled Passenger
25-MAY-1979,Result - Runway mishap,Vickers 806 Viscount,British Airways,0,A2,1958-05-24,Landing (LDG),Domestic Scheduled Passenger
01-JUN-1979,Result - Runway mishap,Armstrong Whitworth AW-660 Argosy C,OTRAG Range Air Services,0,A1,1962,Landing (LDG),Unknown
11-JUN-1979,Result - Runway mishap,Carstedt Jet Liner 600F,"Midwest Air Charter, opf Airborne Express",0,A1,1953,Landing (LDG),Cargo
30-NOV-1979,Result - Runway mishap,Boeing 707-373C,Saudi Arabian,0,A1,1963,Landing (LDG),Unknown
13-JAN-1980,Result - Runway mishap,DC-9-32,Garuda,0,A1,1971,Landing (LDG),Scheduled Passenger
13-APR-1980,Result - Runway mishap,Antonov An-2T,Aeroflot / Yakutsk,,A1,1964,Landing (LDG),Unknown
11-MAY-1980,Result - Runway mishap,Boeing 707-329C,"Sabena, op.for Zaire Int. Cargo",0,A1,1965,Landing (LDG),Cargo
30-NOV-1980,Result - Runway mishap,Boeing 707-131B,TWA,0,A1,1964,Landing (LDG),Domestic Scheduled Passenger
08-JAN-1981,Result - Runway mishap,Boeing 720-047B,PIA,0,A1,1963-04-19,Landing (LDG),Domestic Scheduled Passenger
11-JAN-1981,Result - Runway mishap,Douglas C-47A (DC-3),Ethiopian Airlines,0,A1,1944,Landing (LDG),Cargo
14-JAN-1981,Result - Runway mishap,Bristol 170 Freighter 31E,SAFE Air,0,A1,1953,Landing (LDG),Cargo
18-JAN-1981,Result - Runway mishap,Lockheed P-3A Orion,US Navy,0,A1,1965,Landing (LDG),Military
11-MAR-1981,Result - Runway mishap,Fokker F-28 Fellowship 2000,Ghana Airways,0,A1,1973-11-08,Landing (LDG),Training
29-MAR-1981,Result - Runway mishap,Potez 840,Club Aéronautique de Paris,0,A1,1962,Landing (LDG),Private
28-JUN-1981,Result - Runway mishap,Tupolev Tu-134A,Aeroflot / Ukraine,0,A1,1975,Landing (LDG),Domestic Scheduled Passenger
27-JUL-1981,Result - Runway mishap,DC-9-32,Aeroméxico,30,A1,1974,Landing (LDG),Domestic Scheduled Passenger
22-SEP-1981,Result - Runway mishap,McDonnell-Douglas DC-10-30CF,Air Florida,0,A2,1973-03-27,Takeoff (TOF),Domestic Scheduled Passenger
07-OCT-1981,Result - Runway mishap,Douglas C-47A (DC-3),Ethiopian Airlines,0,A1,1944,Landing (LDG),Unknown
17-MAR-1982,Result - Runway mishap,Airbus A300B4-203,Air France,0,A1,1979-02-22,Takeoff (TOF),International Scheduled Passenger
29-JUN-1982,Result - Runway mishap,Fairchild F-27A,Norcanair,0,A1,1963,Landing (LDG),Cargo
14-AUG-1982,Result - Runway mishap,Let L-410M,Aeroflot / Georgia,11,A1,1978,Taxi (TXI),Domestic Scheduled Passenger
12-APR-1983,Result - Runway mishap,Antonov An-26,Aeroflot / Belarus,0,A1,1979,Landing (LDG),Cargo
29-JUN-1983,Result - Runway mishap,CASA C-212 Aviocar 200,Aeronica,,A1,1983-04-19,Landing (LDG),Unknown
11-OCT-1983,Result - Runway mishap,Boeing 747-249F,Flying Tiger Line,0,A2,1979-10-15,Takeoff (TOF),Cargo
07-DEC-1983,Result - Runway mishap,Boeing 727-256,Iberia,51,A1,1974-03-01,Takeoff (TOF),International Scheduled Passenger
07-DEC-1983,Result - Runway mishap,DC-9-32,Aviaco,42,A1,1975,Taxi (TXI),Domestic Scheduled Passenger
19-DEC-1983,Result - Runway mishap,Boeing 747-246F (SCD),JAL,0,A2,1980,Landing (LDG),Cargo
18-JAN-1984,Result - Runway mishap,DHC-4A Caribou,US Army,,U1,1967,Unknown (UNK),Military
17-JUN-1984,Result - Runway mishap,Boeing 727-2J0 Adv.,Air Jamaica,0,A2,1975-08-22,Landing (LDG),International Scheduled Passenger
04-JUL-1984,Result - Runway mishap,Let L-410M,Aeroflot / Yakutsk,0,A1,1978,Landing (LDG),Unknown
??-JUL-1984,Result - Runway mishap,Boeing 707-458,Wolf Aviation,0,A1,1962,Landing (LDG),Unknown
25-AUG-1984,Result - Runway mishap,Saunders ST-27,Labrador Airways,0,A1,1972,Landing (LDG),Domestic Scheduled Passenger
04-SEP-1984,Result - Runway mishap,DHC-5D Buffalo,de Havilland Canada,0,A1,1980,Landing (LDG),Demonstration
11-OCT-1984,Result - Runway mishap,Tupolev Tu-154B-1,Aeroflot / East Siberia,174+ 4,A1,1977,Landing (LDG),Domestic Scheduled Passenger
02-NOV-1984,Result - Runway mishap,Lockheed C-130E Hercules,USAF,0,A1,1969,Landing (LDG),Military
09-JAN-1985,Result - Runway mishap,Rockwell T-39N Sabreliner,Westinghouse Electric Corp.,0,A2,,Landing (LDG),Executive
08-FEB-1985,Result - Runway mishap,Boeing 737-2A8,Indian Airlines,0,A2,1975-10-06,Landing (LDG),Domestic Scheduled Passenger
23-MAR-1985,Result - Runway mishap,Swearingen SA226-TC Metro II,Scheduled Skyways,0,A2,1980,Landing (LDG),Domestic Scheduled Passenger
11-MAY-1985,Result - Runway mishap,Boeing 737-268 Adv.,Saudi Arabian,0,A2,,Takeoff (TOF),International Scheduled Passenger
02-JUL-1985,Result - Runway mishap,Fokker F-27 Friendship 200,Sudan Airways,0,A1,1962,Landing (LDG),Domestic Scheduled Passenger
04-JUL-1985,Result - Runway mishap,DC-8-73CF,"Evergreen International, op.for Air-India",0,A2,1968,Landing (LDG),Cargo
20-AUG-1985,Result - Runway mishap,Learjet 35,Wards Express,0,A2,1979,Landing (LDG),Cargo
